years,methane,hydrogen.gaseous_hydrogen,biogas,syngas,fuel.liquid_fuel,fuel.hydrotreated_oil_fuel,solid_fuel,biomass_dry,electricity,fuel.biodiesel,hydrogen.liquid_hydrogen
2035,0.0056813595792816075,0.6377035651534416,-0.29099464239371114,0.1828572084062564,0.06252380753720914,-0.15681016662703,0.06644365468306418,-0.17959365000118488,0.25547024993849404,-0.2766634174631412,0.7120921578454156
2036,0.004796443900484135,0.6461095211987686,-0.29139207844651516,0.18573126763659809,0.06293035626480575,-0.15782202520816452,0.06607481511871517,-0.17587294786655774,0.24531355081128134,-0.2766831090025802,0.7182296161757474
2037,0.004088035475745175,0.6502203878832001,-0.29172784112389266,0.1861043307911256,0.06304389453587142,-0.15899210290185595,0.06440486152764469,-0.17272700637895627,0.23673294905607736,-0.2766997448461506,0.7203629722715605
2038,0.0032725012142848283,0.651122929941985,-0.29214978621441773,0.18573448321388203,0.06275302720641861,-0.16090527957436904,0.06333588344065695,-0.1702177507742532,0.22594990785376984,-0.27672065072102664,0.7186934131470722
2039,0.0020412095197434124,0.647898344017725,-0.29279394293329447,0.18299701615624475,0.06136418980237489,-0.16430071077558128,0.06082786868147547,-0.16828128985295623,0.20948812503803177,-0.2767525663898371,0.7114482366883714
2040,0.0006004279143719887,0.6319015093983924,-0.2936508725108983,0.17450876394904996,0.0594480937299682,-0.17003876952604796,0.05465547340664784,-0.16684708044975868,0.18758881361037744,-0.2767950241951991,0.6898638402179239
2041,-0.0006543895556948419,0.6148668909780605,-0.29420328100008997,0.16625392757659802,0.05817754716839344,-0.1744445311734759,0.04797736521199622,-0.16585122926527432,0.17347170777547924,-0.2768223940663383,0.6690900796264347
2042,-0.002335702065438617,0.5931186924250299,-0.2947996060659596,0.15702747187485983,0.05683140725845326,-0.1795500757646017,0.03809425956542575,-0.16523807751839126,0.15823228942547823,-0.2768519398472763,0.6432369187610819
2043,-0.0027447297393255674,0.5726468674344528,-0.29506007903162085,0.1476144839591535,0.055713551324222656,-0.18293290161832193,0.028004962575976938,-0.16495736553544205,0.15157575808080195,-0.27686484535406136,0.6207481347343468
2044,-0.0036634673359786847,0.5488543143812311,-0.2953228357608091,0.13721942838748627,0.054358354112242324,-0.18668475895615733,0.012863211774857497,-0.16496672972309134,0.14486086389043626,-0.2768778640131869,0.5948568315804353
2045,-0.00436438316759799,0.5425712985035764,-0.2953092019722991,0.13494737521001487,0.05396595416484602,-0.1873077135352493,0.007576834828858426,-0.16522521866163928,0.14520928293013619,-0.27687718850757476,0.5885292951627529
2046,-0.004426776151481241,0.5429107363322495,-0.29512575466279944,0.13446811963429386,0.05405097310545771,-0.18641128803941123,0.006743126565279948,-0.16569601609408194,0.14989738083957024,-0.27686809934743317,0.5900019300620842
2047,-0.004755098727809674,0.5266924897751,-0.2952436809467543,0.12961759219179889,0.05336358200849879,-0.18866939816827308,-0.005577328755930768,-0.166344220237354,0.14688370913850324,-0.2768739421743609,0.57272869366785
2048,-0.005123453140021932,0.5062529178671328,-0.29534035906708855,0.12178336948576715,0.05247059901397196,-0.19126728312597338,-0.03822161406130189,-0.16713630376210326,0.14441304606329447,-0.27687873223053727,0.5512784349485713
2049,-0.005362468902430522,0.5086266788935738,-0.2951835613528081,0.12357346564151678,0.05289075813368804,-0.1903121631303688,-0.0425670596267119,-0.16804278328055133,0.14842009876157305,-0.2768709634628251,0.5546632953804825
2050,-0.0057668557337367775,0.5021876480108994,-0.2951182152690618,0.1218342525012085,0.05283462324135363,-0.19067946076965128,-0.0635076759545715,-0.16903625713859985,0.15009005423508986,-0.27686772579735364,0.5484940462084325
2051,-0.00620657110967192,0.5049671243387375,-0.2949693609472286,0.1238152967377956,0.053379510380723603,-0.18968973470219214,-0.06442114976480968,-0.17009256828179997,0.1538941091263828,-0.2768603505964166,0.5522441336039323
2052,-0.00614240015763673,0.5060120571677651,-0.2948811151916464,0.12513598470076917,0.0537381715458823,-0.18916714370008803,-0.06533461147865598,-0.17118944764242186,0.15614927843570525,-0.27685597833384984,0.5538521740093901
2053,-0.005770631346714358,0.5054988977007059,-0.29483276212332293,0.12556650526435847,0.053469303373207815,-0.18901217675362394,-0.07117052184762641,-0.17230720259438445,0.15738496795952772,-0.27685358261170745,0.5536254042482115
2054,-0.005658663312316748,0.4966717141414144,-0.29488376314766834,0.12274213455810563,0.05278223835070011,-0.19019287837365884,-0.09897658514370422,-0.17342836508690487,0.1560816084484782,-0.27685610953063,0.5443049546836153
2055,-0.005628789312518061,0.49611153458768764,-0.2948474514937755,0.12287739740731292,0.05236974511169327,-0.19009807257419428,-0.100130288220179,-0.174537740230114,0.1570095729368503,-0.2768543104176414,0.5439562773057189
2056,-0.005833765426475015,0.48601984330197706,-0.2949249802949395,0.11925302454392261,0.05279506223108534,-0.1915325271198346,-0.13328610945419775,-0.17562351376683505,0.15502828135154678,-0.2768581516933259,0.5331826471701872
2057,-0.0061758527345214965,0.4734528588837285,-0.2950176499658485,0.11460635532232057,0.05348886584648456,-0.19329373012030163,-0.18621011434752008,-0.17667416922289012,0.1526600564283175,-0.27686274314512455,0.5197902507576787
2058,-0.006530951797955798,0.470485676968915,-0.2949987383459345,0.11350997121501788,0.05403282677899259,-0.19352621327321004,-0.18606084446726637,-0.17768347093884698,0.1531433533816759,-0.27686180614178335,0.5168786214860919
2059,-0.006981975203808185,0.4668435952840577,-0.2949818584604297,0.1120786554544536,0.05456478225089183,-0.19383660025723326,-0.1856997645163853,-0.17864709819416247,0.15357472823346466,-0.2768609698036384,0.5132658452016116
2060,-0.007522564945686972,0.46256764212199725,-0.2949731216104451,0.11035550629866424,0.05507454334786133,-0.1942494585625527,-0.1851269011700998,-0.17956194686136379,0.15379800328862697,-0.27686053692387114,0.5089562673421967
2061,-0.008143551611727081,0.45765639662404967,-0.2949736016921121,0.10820424538664912,0.055530967591975705,-0.19477004426193234,-0.1843418337091326,-0.1804264343309314,0.15378573453491337,-0.2768605607102061,0.5039418448959512
2062,-0.008842142081492295,0.45233331788549913,-0.29499002260266194,0.10593919746434778,0.05503627577360811,-0.19540703115200397,-0.18334815852581893,-0.18124002501059625,0.15336608904308613,-0.2768613743077784,0.49840931616365786
2063,-0.009598755021498503,0.44656762311367953,-0.2950114519815196,0.10346966374475379,0.054513841939379484,-0.1961120928178363,-0.18214093003872434,-0.18200383033805645,0.15281844936116606,-0.2768624360570987,0.4923943890628473
2064,-0.010416944094103351,0.4403020656166948,-0.2950497024379448,0.10080495332184004,0.05408027264314919,-0.1969472053996838,-0.18072591104020563,-0.18271877650796606,0.1518409376969667,-0.27686433123084037,0.48576612540847103
2065,-0.011281213367931113,0.4336054866166145,-0.29509693159064904,0.09796048542593828,0.05439023227080957,-0.19786832818105227,-0.1790989028976446,-0.18338811367443691,0.15063397046119212,-0.2768666712669709,0.4786429194321533
2066,-0.012174718364899752,0.42658503890489075,-0.29514485050873274,0.09528510053336683,0.05461568472844727,-0.19882532307058523,-0.17725381527298267,-0.18401488856202064,0.14940937588794223,-0.27686904547851676,0.4711850003828585
2067,-0.01311130079116986,0.41899559143230075,-0.29521279199539224,0.09222242712817126,0.0547195456352447,-0.19993520633365125,-0.17519894340938041,-0.18460287335893924,0.14767309345108884,-0.2768724117369492,0.46302354131739976
2068,-0.014073512682639167,0.4109191434099898,-0.29529175721609535,0.08900835236273251,0.05472115599479171,-0.20114704625117427,-0.1729274830951003,-0.18515654909332285,0.14565509336645266,-0.27687632418210056,0.4542974630001076
2069,-0.01505499260779782,0.4023147040615168,-0.2953832909165625,0.08557464953065685,0.05462688113168046,-0.2024725016868463,-0.17043888388852865,-0.1856810538925399,0.1433158987989584,-0.2768808593506139,0.4449554541837409
2070,-0.01602746393363946,0.3932533738039071,-0.2954721391396418,0.08200724365016568,0.054461780735890114,-0.20383214585154702,-0.16772534302655434,-0.18618238774051146,0.1410453330980429,-0.2768852614632972,0.43516371756936373
2071,-0.017021049676798853,0.3834561883097837,-0.2955901701330975,0.07821716164545331,0.05422296795075061,-0.2054056997173045,-0.16480338803624753,-0.18666512652601652,0.13802898548750897,-0.27689110947820744,0.424441941439533
2072,-0.017993616993257012,0.37308013146408625,-0.2957127831960511,0.07421991811306877,0.05394242196225709,-0.20706064761754997,-0.1616617883300042,-0.1871361077671025,0.13489554054536143,-0.2768971845183248,0.41310134876599736
2073,-0.018897744929774137,0.36234178826817687,-0.2958142897839863,0.07005050484880061,0.05365481486631425,-0.20865314339780405,-0.15827464842182037,-0.18760093389090535,0.13230148329812993,-0.2769022138078559,0.4015206587726751
2074,-0.019744991418523768,0.35115956414120797,-0.2959130400614218,0.0657390216519207,0.05336998608000937,-0.2102785282504122,-0.15462181929264576,-0.18806444640333916,0.12977786509700032,-0.27690710653202877,0.3895039513471398
2075,-0.020532213260524998,0.33960847592667764,-0.2960150230840176,0.061361285087565456,0.053105238278334806,-0.21195743957207974,-0.15066038367195891,-0.1885308262603704,0.12717163229732803,-0.27691215942719866,0.37709100464452017
2076,-0.021332193957035905,0.3273755614573654,-0.296177555362017,0.05699410702336081,0.05285300727976455,-0.21399351628951796,-0.14635709672464128,-0.18900291671517164,0.12301802963734375,-0.2769202123220977,0.3636105763586107
2077,-0.022039851491286445,0.3153289797542541,-0.2963336598789169,0.052875053092526866,0.05269545741568319,-0.215979984399464,-0.14160327631059041,-0.1894843323270465,0.11902869198323444,-0.2769279467443511,0.35035974661289104
2078,-0.02262942494857634,0.30398331869332296,-0.2964721251883037,0.049259716281926234,0.05269959067389604,-0.21781040644658553,-0.13630928519693306,-0.1899829928705162,0.11549013407668468,-0.27693480720676134,0.33793243744710216
2079,-0.02310219871481129,0.2938044166929839,-0.2965983559754507,0.04645048390302227,0.05294494782896239,-0.21946190774663604,-0.13037750161211886,-0.19049512229806295,0.11226423618292761,-0.27694106149221426,0.32677081226789223
2080,-0.023449581053491104,0.2854101112574397,-0.2967091918173264,0.044801189794324195,0.053544301212957716,-0.2208552259091553,-0.12370701555972544,-0.19102133918569314,0.10943176466832542,-0.2769465530130165,0.31752472083937916
2081,-0.023668001248861995,0.27942782371591807,-0.29680278476321176,0.044673446079296845,0.054641256569705324,-0.22191619942278668,-0.11620434752748279,-0.1915631360648192,0.10703994494014449,-0.27695119020979847,0.31084573445090086
2082,-0.023757596520280123,0.2764293124235509,-0.29687745802173343,0.04638319581401176,0.056411883561018894,-0.22257715392989566,-0.10778934407751418,-0.19212146652785486,0.10513162833348035,-0.2769548900035259,0.307327574610487
2083,-0.023723983579141246,0.27683109304233783,-0.29693277611183927,0.050131783187264904,0.059060456962182276,-0.2227923407762595,-0.09840702209170196,-0.19269484693005626,0.10371794380855245,-0.2769576308176652,0.3073979309238466
2084,-0.023576341586638704,0.28082851707202144,-0.2969683483209847,0.055945493194032164,0.06281166049724361,-0.22253918298079223,-0.08804374520996881,-0.1932834115762294,0.10280887624150337,-0.2769593932938029,0.31125854042506634
2085,-0.023325619520578673,0.2883646406279724,-0.2969828460456685,0.0636463551989958,0.06789866248967731,-0.2218169318494236,-0.07674062298188329,-0.1938862133285183,0.10243837883291729,-0.2769601116043723,0.3188594540344878
2086,-0.022979955859387297,0.2991736339468674,-0.2969711968097754,0.07287162161532922,0.0745498887657314,-0.22062894511752837,-0.06460541324456469,-0.1945022664375564,0.10273608152796197,-0.2769595344262668,0.3299605592207463
2087,-0.022566199919605893,0.31264826100265103,-0.29693949071537984,0.08310732724774879,0.08295362293024675,-0.21906706004091203,-0.051824940438629695,-0.19513178923162108,0.1035463483847376,-0.2769579635023311,0.34390483736975413
2088,-0.022102982596022162,0.3280351614382708,-0.2968876224872069,0.0937500722495864,0.093228498033119,-0.2172092388084083,-0.03866142293170111,-0.19577622108136775,0.10487186977138023,-0.2769553936165508,0.3599241997579818
2089,-0.021607346651922422,0.344498046733292,-0.29681557350882126,0.10422551524067468,0.10540270748934427,-0.21514272299404355,-0.025457833710961077,-0.1964243525116208,0.10671312144123496,-0.27695182384654776,0.3771654050474305
2090,-0.02109397406797528,0.36126496754843107,-0.29672343587319044,0.11408448657160092,0.11941165994117915,-0.21294878639645928,-0.012601459203592428,-0.19707669082613483,0.10906774990735445,-0.27694725875520027,0.39484018442839863
2091,-0.020580980213701958,0.37780527326511737,-0.29661558546122907,0.12322344301094544,0.13358592980942893,-0.2107039499908389,-0.00048080982301520027,-0.19774688723992961,0.11182392710192364,-0.27694191515180633,0.41238019207597704
2092,-0.020090917813373396,0.39378739564535303,-0.29650154184491717,0.13176189964060508,0.1444139309228636,-0.20848840098713958,0.010610005944509256,-0.19843420952976687,0.11473837507433897,-0.2769362646972174,0.42938864790013537
2093,-0.019619289182076824,0.4086790308159283,-0.29637314822943484,0.13914605842809233,0.15484718259238467,-0.20631985562316593,0.020488719386529703,-0.19913338463242888,0.11801954524777587,-0.2769299032513316,0.4453724631032949
2094,-0.01917251027388638,0.4223172298505101,-0.29623156082529983,0.14539853567564454,0.16457104027957722,-0.20422152102497637,0.029068596705026623,-0.19984566732018455,0.12163789002011487,-0.27692288810025784,0.46015826474779803
2095,-0.018755049088880357,0.4346296973061627,-0.2960782101581562,0.15058374624986204,0.17321836042694813,-0.2022084390490238,0.03635838068541893,-0.2005674084247879,0.12555685151378548,-0.2769152901214415,0.47366349930021606
2096,-0.018368849770457482,0.44559502681466023,-0.29591480070714626,0.15477696870394356,0.1803527363401381,-0.20029160891798867,0.042436861559034214,-0.20129387239401633,0.12973287081737425,-0.2769071937657472,0.485855858924323
2097,-0.018013438862405886,0.45521034047463615,-0.2957433456420784,0.15804455586231844,0.18545288097371077,-0.1984815123977333,0.04742668714667163,-0.20201924514433278,0.1341145002579963,-0.27689869877856127,0.49672004718477764
2098,-0.01768570738849205,0.4634639630458457,-0.29556579246463055,0.16042426813337765,0.18802772161348788,-0.19678918628238662,0.05145901973314534,-0.202736774697666,0.1386519703483307,-0.2768899016516485,0.5062321939375355
2099,-0.017380027271298806,0.4704623991638563,-0.29538384953776603,0.1620735564613524,0.18779042324758272,-0.19521212920076814,0.054877721453551034,-0.20312320493013683,0.1433016229237575,-0.2768808870283029,0.5144904889341985
2100,-0.017087363059265896,0.4758203567503921,-0.2951979933771427,0.1626232670073883,0.18436865608107667,-0.1937933278706637,0.057324892955747386,-0.2038133660347463,0.1480512803619089,-0.2768716785181764,0.5210988514379292
