years,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,Information and communication,Financial and insurance activities,Real estate activities,"Professional, scientific and technical activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,"Arts, entertainment and recreation",Other service activities,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
2062,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2063,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2064,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2065,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2066,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2067,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2068,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2069,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2070,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2071,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2072,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2073,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2074,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2075,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2076,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2077,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2078,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2079,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2080,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2081,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2082,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2083,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2084,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2085,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2086,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2087,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2088,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2089,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2090,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2091,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2092,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2093,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2094,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2095,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2096,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2097,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2098,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2099,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
2100,16.05653399299181,6.746113163939619,3.705879125943631,7.153035291663986,9.271481783487543,14.772835449151653,7.84224531028476,5.3985947699302175,9.73313097049091,6.802228750966888,8.509932892731774,1.473623823902586,2.1765358954238536,0.35782877909077376
